"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-03-12,"Produto 2",1,7,14,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",14,7
2021-03-13,"Produto 5",1,15,32,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",32,17
2021-03-14,"Produto 9",4,23,7,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",28,-64
2021-03-15,"Produto 2",3,5,37,"Cliente 7","Janga, Paulista - PE
, Brazil","Debito","Local",111,96
2021-03-16,"Produto 10",2,22,30,"Cliente 5","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",60,16
2021-03-17,"Produto 8",1,14,11,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",11,-3
2021-03-18,"Produto 6",3,22,1,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",3,-63
2021-03-19,"Produto 10",3,22,1,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",3,-63
2021-03-20,"Produto 8",1,25,32,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",32,7
2021-03-21,"Produto 3",3,28,7,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",21,-63
2021-03-22,"Produto 8",1,23,39,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",39,16
2021-03-23,"Produto 6",3,14,11,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",33,-9
2021-03-24,"Produto 10",1,8,1,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",1,-7
2021-03-25,"Produto 1",3,22,14,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",42,-24
2021-03-26,"Produto 9",3,14,11,"Cliente 10","Janga, Paulista - PE
, Brazil","Credito","Retirada",33,-9
2021-03-27,"Produto 4",3,25,1,"Cliente 5","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",3,-72
2021-03-28,"Produto 9",4,14,11,"Cliente 5","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",44,-12
2021-03-29,"Produto 8",3,22,30,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",90,24
2021-03-30,"Produto 10",3,5,36,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",108,93
2021-03-31,"Produto 6",2,23,29,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",58,12
2021-04-01,"Produto 5",1,5,7,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",7,2
2021-04-02,"Produto 7",2,28,37,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",74,18
2021-04-03,"Produto 6",3,25,30,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",90,15
2021-04-04,"Produto 5",3,23,11,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",33,-36
2021-04-05,"Produto 10",2,25,14,"Cliente 7","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",28,-22
2021-04-06,"Produto 5",1,22,11,"Cliente 5","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",11,-11
2021-04-07,"Produto 6",2,9,39,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Local",78,60
2021-04-08,"Produto 10",3,9,32,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",96,69
2021-04-09,"Produto 5",1,8,32,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",32,24
2021-04-10,"Produto 9",5,23,7,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Retirada",35,-80
2021-04-11,"Produto 9",5,15,36,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",180,105
2021-04-12,"Produto 2",1,9,14,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",14,5
2021-04-13,"Produto 6",1,8,11,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",11,3
2021-04-14,"Produto 10",4,9,14,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",56,20
2021-04-15,"Produto 6",3,28,1,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",3,-81
2021-04-16,"Produto 7",1,14,39,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",39,25
2021-04-17,"Produto 7",1,28,29,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",29,1
2021-04-18,"Produto 8",3,28,36,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",108,24
2021-04-19,"Produto 8",3,7,32,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",96,75
2021-04-20,"Produto 5",3,7,14,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",42,21
2021-04-21,"Produto 8",5,22,32,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",160,50
2021-04-22,"Produto 8",3,14,7,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",21,-21
2021-04-23,"Produto 2",1,23,11,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",11,-12
2021-04-24,"Produto 6",2,5,14,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",28,18
2021-04-25,"Produto 3",2,28,32,"Cliente 5","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",64,8
2021-04-26,"Produto 1",1,22,36,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",36,14
2021-04-27,"Produto 7",2,25,37,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Local",74,24
2021-04-28,"Produto 5",3,28,30,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",90,6
2021-04-29,"Produto 4",5,28,32,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",160,20
2021-04-30,"Produto 5",1,22,7,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",7,-15
2021-05-01,"Produto 10",1,28,11,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",11,-17
2021-05-02,"Produto 10",1,28,37,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",37,9
2021-05-03,"Produto 2",3,28,32,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",96,12
2021-05-04,"Produto 6",5,28,29,"Cliente 4","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",145,5
2021-05-05,"Produto 4",3,28,32,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",96,12
2021-05-06,"Produto 2",5,25,30,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",150,25
2021-05-07,"Produto 4",3,15,7,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",21,-24
2021-05-08,"Produto 9",1,22,39,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",39,17
2021-05-09,"Produto 6",1,23,11,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",11,-12
2021-05-10,"Produto 10",1,25,14,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",14,-11
2021-05-11,"Produto 1",5,7,11,"Cliente 4","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",55,20
2021-05-12,"Produto 3",3,23,39,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",117,48
2021-05-13,"Produto 1",3,9,29,"Cliente 4","Janga, Paulista - PE
, Brazil","Debito","Retirada",87,60
2021-05-14,"Produto 6",1,5,37,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",37,32
2021-05-15,"Produto 2",3,22,37,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",111,45
2021-05-16,"Produto 1",3,7,1,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",3,-18
2021-05-17,"Produto 6",1,9,39,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",39,30
2021-05-18,"Produto 6",5,5,29,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",145,120
2021-05-19,"Produto 4",4,5,14,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",56,36
2021-05-20,"Produto 2",2,25,32,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",64,14
2021-05-21,"Produto 2",3,8,32,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",96,72
2021-05-22,"Produto 5",3,23,39,"Cliente 10","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",117,48
2021-05-23,"Produto 9",5,7,29,"Cliente 3","Janga, Paulista - PE
, Brazil","Debito","Delivery",145,110
2021-05-24,"Produto 8",1,5,11,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",11,6
2021-05-25,"Produto 6",3,7,37,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",111,90
2021-05-26,"Produto 1",1,22,29,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",29,7
2021-05-27,"Produto 5",1,8,30,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",30,22
2021-05-28,"Produto 2",3,15,1,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-42
2021-05-29,"Produto 8",1,7,14,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",14,7
2021-05-30,"Produto 4",4,23,30,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",120,28
2021-05-31,"Produto 2",1,5,36,"Cliente 1","Janga, Paulista - PE
, Brazil","Dinheiro","Local",36,31
2021-06-01,"Produto 1",4,23,14,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",56,-36
2021-06-02,"Produto 10",2,25,36,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",72,22
2021-06-03,"Produto 2",5,15,29,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",145,70
2021-06-04,"Produto 8",1,28,14,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Retirada",14,-14
2021-06-05,"Produto 4",2,8,36,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",72,56
2021-06-06,"Produto 2",3,23,7,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",21,-48
2021-06-07,"Produto 1",3,15,11,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",33,-12
2021-06-08,"Produto 1",2,25,39,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",78,28
2021-06-09,"Produto 3",3,14,29,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",87,45
2021-06-10,"Produto 6",5,14,32,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",160,90
2021-06-11,"Produto 10",1,14,14,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",14,0
2021-06-12,"Produto 4",2,5,29,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",58,48
2021-06-13,"Produto 4",3,25,14,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",42,-33
2021-06-14,"Produto 6",1,14,32,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",32,18
2021-06-15,"Produto 4",4,25,14,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Local",56,-44
2021-06-16,"Produto 7",3,14,29,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",87,45
2021-06-17,"Produto 2",1,23,11,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",11,-12
2021-06-18,"Produto 2",1,15,1,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",1,-14
2021-06-19,"Produto 1",3,7,37,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",111,90
2021-06-20,"Produto 3",2,14,14,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",28,0
2021-06-21,"Produto 3",1,8,14,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",14,6
2021-06-22,"Produto 7",3,7,37,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",111,90
2021-06-23,"Produto 9",1,8,14,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",14,6
2021-06-24,"Produto 7",2,25,29,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",58,8
2021-06-25,"Produto 9",2,22,36,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",72,28
2021-06-26,"Produto 3",4,25,14,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",56,-44
2021-06-27,"Produto 8",3,9,32,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",96,69
2021-06-28,"Produto 9",1,25,36,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Delivery",36,11
2021-06-29,"Produto 5",3,25,39,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",117,42
2021-06-30,"Produto 1",2,15,37,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",74,44
2021-07-01,"Produto 6",2,25,29,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Delivery",58,8
2021-07-02,"Produto 10",5,7,32,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",160,125
2021-07-03,"Produto 7",3,23,39,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",117,48
2021-07-04,"Produto 4",3,28,29,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",87,3
2021-07-05,"Produto 1",2,5,1,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",2,-8
2021-07-06,"Produto 5",2,7,39,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",78,64
2021-07-07,"Produto 6",3,23,36,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",108,39
2021-07-08,"Produto 1",3,14,11,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",33,-9
2021-07-09,"Produto 4",1,25,7,"Cliente 5","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",7,-18
2021-07-10,"Produto 4",1,9,11,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",11,2
2021-07-11,"Produto 1",4,5,32,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",128,108
2021-07-12,"Produto 1",3,23,11,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",33,-36
2021-07-13,"Produto 2",5,25,39,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",195,70
2021-07-14,"Produto 8",4,7,39,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",156,128
2021-07-15,"Produto 4",1,25,36,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",36,11
2021-07-16,"Produto 9",1,7,11,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",11,4
2021-07-17,"Produto 6",3,23,29,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",87,18
2021-07-18,"Produto 2",4,28,32,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",128,16
2021-07-19,"Produto 2",3,22,39,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",117,51
2021-07-20,"Produto 6",1,8,37,"Cliente 5","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",37,29
2021-07-21,"Produto 8",3,9,39,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",117,90
2021-07-22,"Produto 1",1,8,14,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",14,6
2021-07-23,"Produto 6",3,7,1,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",3,-18
2021-07-24,"Produto 4",1,25,39,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",39,14
2021-07-25,"Produto 4",3,15,1,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",3,-42
2021-07-26,"Produto 9",3,25,39,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",117,42
2021-07-27,"Produto 6",4,22,39,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",156,68
2021-07-28,"Produto 7",3,25,32,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",96,21
2021-07-29,"Produto 8",1,14,29,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",29,15
2021-07-30,"Produto 5",3,8,39,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",117,93
2021-07-31,"Produto 1",2,5,32,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",64,54
2021-08-01,"Produto 4",4,28,30,"Cliente 8","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",120,8
2021-08-02,"Produto 5",1,5,32,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",32,27
2021-08-03,"Produto 4",3,9,32,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",96,69
2021-08-04,"Produto 9",2,22,14,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",28,-16
2021-08-05,"Produto 1",2,15,37,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",74,44
2021-08-06,"Produto 9",4,28,36,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",144,32
2021-08-07,"Produto 7",3,8,32,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",96,72
2021-08-08,"Produto 6",5,23,7,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",35,-80
2021-08-09,"Produto 10",1,5,7,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",7,2
2021-08-10,"Produto 8",3,8,11,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",33,9
2021-08-11,"Produto 2",2,8,14,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",28,12
2021-08-12,"Produto 8",3,28,39,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",117,33
2021-08-13,"Produto 4",2,5,11,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",22,12
2021-08-14,"Produto 3",3,7,30,"Cliente 8","Janga, Paulista - PE
, Brazil","Credito","Delivery",90,69
2021-08-15,"Produto 7",5,9,32,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",160,115
2021-08-16,"Produto 10",2,9,11,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",22,4
2021-08-17,"Produto 2",2,5,14,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",28,18
2021-08-18,"Produto 5",2,22,32,"Cliente 8","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",64,20
2021-08-19,"Produto 8",1,14,29,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",29,15
2021-08-20,"Produto 2",2,7,39,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",78,64
2021-08-21,"Produto 3",5,15,14,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",70,-5
